Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Care instructions (product.metafields.shopify.care-instructions),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Headwear features (product.metafields.shopify.headwear-features),Neckline (product.metafields.shopify.neckline),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Swimwear features (product.metafields.shopify.swimwear-features),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
annabel,,,,,,,,Color,Brown,,Size,L,,,,,ANNABEL-BROWN-L-OOS,0.0,shopify,0,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/a73d9ed4e17c5469.jpg?v=1782611926,g,,,
beyonce,Beyonce,"<p>The Beyonce — a sculpted cut-out dress in premium Italian lycra, made in Europe. Premium Italian lycra, made in Europe. A luxury piece, true to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Dresses,Dresses,"drop-2-launch, Swimwear & Resortwear",true,Size,S,,,,,,,,BEYONCE-S,0.0,shopify,5,deny,manual,245.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/f8469a46f414e507.jpg?v=1782611927,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/f8469a46f414e507.jpg?v=1782611927,g,,,active
beyonce,,,,,,,,Size,M,,,,,,,,BEYONCE-M,0.0,shopify,1,deny,manual,245.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/fa9ab7dace0daec6.jpg?v=1782611928,2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/f8469a46f414e507.jpg?v=1782611927,g,,,
beyonce,,,,,,,,Size,L,,,,,,,,BEYONCE-L,0.0,shopify,1,deny,manual,245.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/c288b00b29324aad.jpg?v=1782611927,3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/f8469a46f414e507.jpg?v=1782611927,g,,,
beyonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/f36446fc3e21fcac.jpg?v=1782611927,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beyonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/8eb7df34279836a5.jpg?v=1782611927,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beyonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/8131ee9815a10a57.jpg?v=1782611927,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beyonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/64232bc07b641a85.jpg?v=1782611927,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beyonce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/74a6fc005c9e9874.jpg?v=1782611927,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billie-cover-up,Billie Cover Up,"<p>The Billie cover-up — a breezy white robe, hand-finished, made to throw over swimwear from beach to bar. One size. Premium Italian lycra, made in Europe. A luxury piece, true to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Swimwear > Cover Ups,Cover Up,"drop-2-launch, Swimwear & Resortwear",true,Size,One Size,,,,,,,,BILLIE-COVER-UP-OS,0.0,shopify,10,deny,manual,225.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/bd2cb7bd971da697.jpg?v=1782611929,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/bd2cb7bd971da697.jpg?v=1782611929,g,,,active
billie-cover-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/adbeb833c2165e0a.jpg?v=1782611929,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billie-cover-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/0a79fdbde0eb14f3.jpg?v=1782611929,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billie-cover-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/5f868b1e6ae6c77a.jpg?v=1782611929,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billie-cover-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/3fc9b7d8d8ddbc50.jpg?v=1782611929,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bonnie,Bonnie,"<p>The Bonnie — a one-piece in premium Italian lycra finished with French custom-made jewellery. A luxury piece, made in Europe.</p>",Pecan Moon,Apparel & Accessories > Clothing > Swimwear,Swimwear,"drop-2-launch, Swimwear & Resortwear",true,Size,S,,,,,,,,BONNIE-S,0.0,shopify,3,deny,manual,225.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/051b227518b590e0.jpg?v=1782611930,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/051b227518b590e0.jpg?v=1782611930,g,,,active
bonnie,,,,,,,,,M,,,,,,,,BONNIE-M,0.0,shopify,4,deny,manual,225.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/aaf28c48515a7eef.jpg?v=1782611930,2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/051b227518b590e0.jpg?v=1782611930,g,,,
bonnie,,,,,,,,,L,,,,,,,,BONNIE-L,0.0,shopify,2,deny,manual,225.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/b9f186c566dad8d1.jpg?v=1782611930,3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/051b227518b590e0.jpg?v=1782611930,g,,,
bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/fbc0b0c39fb6fe6f.jpg?v=1782611930,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/7ce3e545a543a90a.jpg?v=1782611930,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/096a007c7d71164b.jpg?v=1782611930,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/15c185e82b75a1ea.jpg?v=1782611930,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/883b24fd3fa08b99.jpg?v=1782611930,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/cb07f8739e94b78c.jpg?v=1782611930,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/e3e57ab8c0d9fc63.jpg?v=1782611930,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/43afb7d77ac9286e.jpg?v=1782611930,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/8ce07d3e18b7b048.jpg?v=1782611931,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/92b4a3a675b66c9e.jpg?v=1782611930,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bonnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/323db7076c17d164.jpg?v=1782611930,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalina-black-lace-caftan,Catalina Black Lace Caftan,"<p>The Catalina Black Lace Caftan in black / pearl / red / petrol. An easy, elegant throw-on layer. Perfect for beach and holiday and evening. One size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Dresses,Dresses,"drop-2-launch, Swimwear & Resortwear",true,Color,Black,,,,,,,,CATALINA-BLACK-LACE-CAFTAN-BLACK-ONE-SIZE,0.0,shopify,3,deny,manual,425.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/ed7e1da423f2dfda.jpg?v=1782611932,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/ed7e1da423f2dfda.jpg?v=1782611932,g,,,active
catalina-black-lace-caftan,,,,,,,,,Pearl,,,,,,,,CATALINA-BLACK-LACE-CAFTAN-PEARL-ONE-SIZE,0.0,shopify,2,deny,manual,425.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/4c2fd9812ac3e101.jpg?v=1782611932,2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/drop2_regen_upscale_catalina_black_lace_caftan_pearl_1.jpg?v=1782691455,g,,,
catalina-black-lace-caftan,,,,,,,,,Red,,,,,,,,CATALINA-BLACK-LACE-CAFTAN-RED-ONE-SIZE,0.0,shopify,1,deny,manual,425.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/e79dbf5261abb968.jpg?v=1782611932,3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/drop2_regen_upscale_catalina_black_lace_caftan_red_1.jpg?v=1782691455,g,,,
catalina-black-lace-caftan,,,,,,,,,Petrol,,,,,,,,CATALINA-BLACK-LACE-CAFTAN-PETROL-ONE-SIZE,0.0,shopify,1,deny,manual,425.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/37a41a095cf6c31a.jpg?v=1782611932,4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/drop2_regen_upscale_catalina_black_lace_caftan_petrol_1.jpg?v=1782691455,g,,,
catalina-black-lace-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/224c54f9c8123f14.jpg?v=1782611932,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalina-black-lace-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/drop2_regen_upscale_catalina_black_lace_caftan_pearl_1.jpg?v=1782691455,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalina-black-lace-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/fca9a5089730b32a.jpg?v=1782611932,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalina-black-lace-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/d585fb9b1b2dc122.jpg?v=1782611932,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalina-black-lace-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/a490323bff5e2e12.jpg?v=1782611932,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalina-black-lace-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/drop2_regen_upscale_catalina_black_lace_caftan_red_1.jpg?v=1782691455,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalina-black-lace-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/efc74909215adcc4.jpg?v=1782611932,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalina-black-lace-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/ccf4f1c892381f5b.jpg?v=1782611932,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalina-black-lace-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/15a96e856aa9cdfc.jpg?v=1782611932,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalina-black-lace-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/drop2_regen_upscale_catalina_black_lace_caftan_petrol_1.jpg?v=1782691455,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalina-black-lace-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/cad04a4471eb6b5f.jpg?v=1782611932,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalina-black-lace-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/10dc660b901363a2.jpg?v=1782611932,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donna,Donna,<p>The Donna dress in black. A statement piece for day or evening. Perfect for evening and party. Available in sizes S and M.</p>,Pecan Moon,Apparel & Accessories > Clothing > Swimwear,Swimwear,"drop-2-launch, Swimwear & Resortwear",true,Size,S,,,,,,,,DONNA-BLACK-S,0.0,shopify,4,deny,manual,365.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/2f3db5fa9532f2dd.jpg?v=1782611933,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/2f3db5fa9532f2dd.jpg?v=1782611933,g,,,active
donna,,,,,,,,,M,,,,,,,,DONNA-BLACK-M,0.0,shopify,1,deny,manual,365.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/c429b0f7aa8ec8ae.jpg?v=1782611933,2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/2f3db5fa9532f2dd.jpg?v=1782611933,g,,,
donna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/bfff72d790a8c0f2.jpg?v=1782611933,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freedom,Freedom,"<p>Easy-to-wear everyday piece, perfect for yoga and sound healing rituals. Made from special organic cotton. Color: White Materials: 100% Natural Cotton</p>",Pecan Moon,Apparel & Accessories > Clothing > Dresses,Dresses,"drop-2-launch, Swimwear & Resortwear",true,Size,One Size,,,,,,,,FREEDOM-WHITE-OS,0.0,shopify,8,deny,manual,225.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/2aac0fc2341b83d3.jpg?v=1782611935,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/2aac0fc2341b83d3.jpg?v=1782611935,g,,,active
freedom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/7103f2b27d3f101a.jpg?v=1782611935,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freedom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/796075a826fcdc6c.jpg?v=1782611935,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freedom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/76bf5639a954dcd6.jpg?v=1782611935,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jane-dress,Jane Dress,<p>The Jane Dress. A statement piece for day or evening. Perfect for evening and party. Available in size S.</p>,Pecan Moon,Apparel & Accessories > Clothing > Dresses,Dresses,"drop-2-launch, Swimwear & Resortwear",true,Size,S,,,,,,,,JANE-DRESS-S,0.0,shopify,4,deny,manual,415.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/3ab43720f3864f1c.jpg?v=1782611936,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/3ab43720f3864f1c.jpg?v=1782611936,g,,,active
jane-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/c47c9f50797bb41e.jpg?v=1782611936,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jane-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/036c18699a52cb70.jpg?v=1782611936,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jane-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/bc1617454e7a2b2e.jpg?v=1782611936,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jane-dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/850fbc84a4c247e3.jpg?v=1782611936,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lui-blouse,Lui Blouse,"<p>The Lui Blouse in white. An elevated, easy-wear blouse. One size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Blouse,"drop-2-launch, Swimwear & Resortwear",true,Size,One Size,,,,,,,,LUI-BLOUSE-WHITE-OS,0.0,shopify,1,deny,manual,325.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/e545f214570bf14e.jpg?v=1782611938,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/e545f214570bf14e.jpg?v=1782611938,g,,,active
lui-blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/b93de0f07d9601d7.jpg?v=1782611938,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lui-blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/5da1ea37be786387.jpg?v=1782611938,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lula-caftan,Lula Caftan,"<p>The Lula Caftan in red. An easy, elegant throw-on layer. Perfect for beach and holiday and evening. Available in size S/M.</p>",Pecan Moon,Apparel & Accessories > Clothing > Dresses,Dresses,"drop-2-launch, Swimwear & Resortwear",true,Size,S/M,,,,,,,,LULA-CAFTAN-RED-SM,0.0,shopify,3,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/9457322ac898f207.jpg?v=1782611939,1,,false,,,,adults,,,,,,,,,,,,,,,female,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/9457322ac898f207.jpg?v=1782611939,g,,,active
lula-caftan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0727/9388/2816/files/f4b567478a881433.jpg?v=1782611939,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
