Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,jane-pants,,,,,,,,JANE-PANTS-BLUE-S,,,Blue,,,S,,,,,325.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/5c8687d83af2.jpg,,,,,,,,,,,,,,,,,
,jane-pants,,,,,,,,JANE-PANTS-PURPLE-S,,,Purple,,,S,,,,,325.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/f87275660485.jpg,,,,,,,,,,,,,,,,,
,jane-pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/cee1e553489e.jpg,2,Jane Pants 2,,,,,,,,,,,,,,,,,,
,jane-pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/f87275660485.jpg,3,Jane Pants 3,,,,,,,,,,,,,,,,,,
,jane-pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/55d2bbb637cf.jpg,4,Jane Pants 4,,,,,,,,,,,,,,,,,,
,jane-pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/90ea7f1a75d2.jpg,5,Jane Pants 5,,,,,,,,,,,,,,,,,,
,jane-pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/805463c4d40c.jpg,6,Jane Pants 6,,,,,,,,,,,,,,,,,,
,jane-pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/acea2defb8d4.jpg,7,Jane Pants 7,,,,,,,,,,,,,,,,,,
,jane-pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/795e1a1e90d5.jpg,8,Jane Pants 8,,,,,,,,,,,,,,,,,,
Ximena,ximena,"<p>Available in Petrol Blue and Yellow.</p><p><strong>Materials:</strong> 100% Viscose Premium Italian lycra, made in Europe. A luxury piece, true to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Swimwear,Swimsuit,"drop-2-launch, drop-2-draft",FALSE,draft,XIMENA-YELLOW-XS,,Color,Yellow,,Size,XS,,,,,195.00,,,TRUE,,,,,,shopify,1,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/69323c996637.jpg,1,Ximena,https://www.zappstudios.us/_tmp/pecan-drop2/69323c996637.jpg,FALSE,Ximena — Pecan Moon,"Available in Petrol Blue and Yellow. Materials: 100% Viscose Premium Italian lycra, made in Europe. A luxury piece, true to size.",yellow; blue,,Female,Adult,,,,New,,,,,,
,ximena,,,,,,,,XIMENA-YELLOW-S,,,Yellow,,,S,,,,,195.00,,,TRUE,,,,,,shopify,1,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/69323c996637.jpg,,,,,,,,,,,,,,,,,
,ximena,,,,,,,,XIMENA-PETROL-XS,,,Petrol Blue,,,XS,,,,,195.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/99c995b1029f.jpg,,,,,,,,,,,,,,,,,
,ximena,,,,,,,,XIMENA-PETROL-S,,,Petrol Blue,,,S,,,,,195.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/99c995b1029f.jpg,,,,,,,,,,,,,,,,,
,ximena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/99c995b1029f.jpg,2,Ximena 2,,,,,,,,,,,,,,,,,,
,ximena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/d91177d6767a.jpg,3,Ximena 3,,,,,,,,,,,,,,,,,,
,ximena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/6b9981f493cb.jpg,4,Ximena 4,,,,,,,,,,,,,,,,,,
,ximena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/503b3515bc2d.jpg,5,Ximena 5,,,,,,,,,,,,,,,,,,
,ximena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/c424e9cea234.jpg,6,Ximena 6,,,,,,,,,,,,,,,,,,
,ximena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/ef253dfbd58a.jpg,7,Ximena 7,,,,,,,,,,,,,,,,,,
,ximena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/f685a19db280.jpg,8,Ximena 8,,,,,,,,,,,,,,,,,,
Carla Bikini Top,carla-bikini-top,"<p>A sleek black bikini top from Pecan Moon, designed for an effortless, true-to-size fit.</p><p>Color: Black.</p><p>Sold separately from the matching Carla bikini bottom. Premium Italian lycra, made in Europe. A luxury piece, true to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Swimwear,Bikini Top,"drop-2-launch, drop-2-draft",FALSE,draft,CARLA-BIKINI-TOP-BLACK-XS,,Size,XS,,,,,,,,195.00,,,TRUE,,,,,,shopify,11,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/1d47c9194e7c.jpg,1,Carla Bikini Top,https://www.zappstudios.us/_tmp/pecan-drop2/1d47c9194e7c.jpg,FALSE,Carla Bikini Top — Pecan Moon,"A sleek black bikini top from Pecan Moon, designed for an effortless, true-to-size fit. Color: Black. Sold separately from the matching Carla bikini bottom. Premium Italian lycra, made in Europe. A luxury piece, true to size.",black,,Female,Adult,,,,New,,,,,,
,carla-bikini-top,,,,,,,,CARLA-BIKINI-TOP-BLACK-S,,,S,,,,,,,,195.00,,,TRUE,,,,,,shopify,8,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/1d47c9194e7c.jpg,,,,,,,,,,,,,,,,,
,carla-bikini-top,,,,,,,,CARLA-BIKINI-TOP-BLACK-M,,,M,,,,,,,,195.00,,,TRUE,,,,,,shopify,20,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/1d47c9194e7c.jpg,,,,,,,,,,,,,,,,,
,carla-bikini-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/4f3a95088ab1.jpg,2,Carla Bikini Top 2,,,,,,,,,,,,,,,,,,
,carla-bikini-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/f7be82062bb2.jpg,3,Carla Bikini Top 3,,,,,,,,,,,,,,,,,,
,carla-bikini-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/d3f19641b3a8.jpg,4,Carla Bikini Top 4,,,,,,,,,,,,,,,,,,
,carla-bikini-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/7603de741cf6.jpg,5,Carla Bikini Top 5,,,,,,,,,,,,,,,,,,
,carla-bikini-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/c4829826c2ce.jpg,6,Carla Bikini Top 6,,,,,,,,,,,,,,,,,,
,carla-bikini-top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/33c6dc52c354.jpg,7,Carla Bikini Top 7,,,,,,,,,,,,,,,,,,
Carla Bikini Bottom,carla-bikini-bottom,"<p>The matching black bikini bottom from Pecan Moon, cut for a flattering, true-to-size fit.</p><p>Color: Black.</p><p>Sold separately from the matching Carla bikini top. Premium Italian lycra, made in Europe. A luxury piece, true to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Swimwear,Bikini Bottom,"drop-2-launch, drop-2-draft",FALSE,draft,CARLA-BIKINI-BOTTOM-BLACK-XS,,Size,XS,,,,,,,,95.00,,,TRUE,,,,,,shopify,13,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/1d47c9194e7c.jpg,1,Carla Bikini Bottom,https://www.zappstudios.us/_tmp/pecan-drop2/1d47c9194e7c.jpg,FALSE,Carla Bikini Bottom — Pecan Moon,"The matching black bikini bottom from Pecan Moon, cut for a flattering, true-to-size fit. Color: Black. Sold separately from the matching Carla bikini top. Premium Italian lycra, made in Europe. A luxury piece, true to size.",black,,Female,Adult,,,,New,,,,,,
,carla-bikini-bottom,,,,,,,,CARLA-BIKINI-BOTTOM-BLACK-S,,,S,,,,,,,,95.00,,,TRUE,,,,,,shopify,11,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/1d47c9194e7c.jpg,,,,,,,,,,,,,,,,,
,carla-bikini-bottom,,,,,,,,CARLA-BIKINI-BOTTOM-BLACK-M,,,M,,,,,,,,95.00,,,TRUE,,,,,,shopify,22,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/1d47c9194e7c.jpg,,,,,,,,,,,,,,,,,
,carla-bikini-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/4f3a95088ab1.jpg,2,Carla Bikini Bottom 2,,,,,,,,,,,,,,,,,,
,carla-bikini-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/f7be82062bb2.jpg,3,Carla Bikini Bottom 3,,,,,,,,,,,,,,,,,,
,carla-bikini-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/d3f19641b3a8.jpg,4,Carla Bikini Bottom 4,,,,,,,,,,,,,,,,,,
,carla-bikini-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/7603de741cf6.jpg,5,Carla Bikini Bottom 5,,,,,,,,,,,,,,,,,,
,carla-bikini-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/c4829826c2ce.jpg,6,Carla Bikini Bottom 6,,,,,,,,,,,,,,,,,,
,carla-bikini-bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/33c6dc52c354.jpg,7,Carla Bikini Bottom 7,,,,,,,,,,,,,,,,,,
Aitana,aitana,"<p>The Aitana from Pecan Moon, available in classic Black and a striking Royal Blue.</p><p>True to size. Premium Italian lycra, made in Europe. A luxury piece, true to size.</p>",Pecan Moon,Apparel & Accessories > Clothing > Swimwear,Swimsuit,"drop-2-launch, drop-2-draft",FALSE,draft,AITANA-BLACK-S,,Color,Black,,Size,S,,,,,280.00,,,TRUE,,,,,,shopify,5,DENY,,g,TRUE,manual,https://www.zappstudios.us/_tmp/pecan-drop2/dd0438b063b8.jpg,1,Aitana,https://www.zappstudios.us/_tmp/pecan-drop2/dd0438b063b8.jpg,FALSE,Aitana — Pecan Moon,"The Aitana from Pecan Moon, available in classic Black and a striking Royal Blue. True to size. Premium Italian lycra, made in Europe. A luxury piece, true to size.",black; blue,,Female,Adult,,,,New,,,,,,
,aitana,,,,,,,,AITANA-BLACK-M,,,Black,,,M,,,,,280.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/dd0438b063b8.jpg,,,,,,,,,,,,,,,,,
,aitana,,,,,,,,AITANA-BLACK-L,,,Black,,,L,,,,,280.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/dd0438b063b8.jpg,,,,,,,,,,,,,,,,,
,aitana,,,,,,,,AITANA-ROYAL-S,,,Royal Blue,,,S,,,,,280.00,,,TRUE,,,,,,shopify,6,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/aa52672c066f.jpg,,,,,,,,,,,,,,,,,
,aitana,,,,,,,,AITANA-ROYAL-M,,,Royal Blue,,,M,,,,,280.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/aa52672c066f.jpg,,,,,,,,,,,,,,,,,
,aitana,,,,,,,,AITANA-ROYAL-L,,,Royal Blue,,,L,,,,,280.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://www.zappstudios.us/_tmp/pecan-drop2/aa52672c066f.jpg,,,,,,,,,,,,,,,,,
,aitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/aa52672c066f.jpg,2,Aitana 2,,,,,,,,,,,,,,,,,,
,aitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/07f4449f1d11.jpg,3,Aitana 3,,,,,,,,,,,,,,,,,,
,aitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/94e77ac5df81.jpg,4,Aitana 4,,,,,,,,,,,,,,,,,,
,aitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/7f89a85b3c06.jpg,5,Aitana 5,,,,,,,,,,,,,,,,,,
,aitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/27a94d6b341d.jpg,6,Aitana 6,,,,,,,,,,,,,,,,,,
,aitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/40e3ff202219.jpg,7,Aitana 7,,,,,,,,,,,,,,,,,,
,aitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zappstudios.us/_tmp/pecan-drop2/4d6549a5eb8b.jpg,8,Aitana 8,,,,,,,,,,,,,,,,,,
